CAS,NOMBRE QUIMICO,FORMULA QUIMICA,OTROS NOMBRES
59-66-5,"Acetamida, N-[5 - (aminosulfonil) -1,3,4-tiadiazol-2-il] -",C4H6N4O3S2,"Acetamida, N-(5-sulfamoil-1 ,3,4-tiadiazol-2-il);  2-acetamido-1 ,3,4-tiadiazol-5-sulfonamida;  2-acetamido-5-sulfonamida - 1,3,4-tiadiazol; 2-acetilamino-1 ,3,4-tiadiazol-5-sulfonamida;  Diluran; 2-Acetylamino-1 3 4-thiadiazole-5-sulfonamide; 5-Acetamide-1 3 4-thiadiazole-2-sulfonamide; 5-Acetamido-1 3 4-thiadiazole-2-sulfonamide; 5-Acetamido-1 3 4-thiodiazole-2-sulfonamide; 5-Acetylamino-1 3 4-thiadiazol-2-ylsulfonamide; Acetamox; Acetazolamid; Acetazolamide; Atenezol; Carbonic anhydrase inhibitor 6063; Cidamex; Defiltran; Dehydratin; Diacarb; Diakarb; Diamox; Didoc; Diluran; Diuramid; Diuramide; Diureticum-Holzinger;Diuriwas;Diutazol;Donmox;Edemox;Eumicton;Fonurit;Glaupax;Glupax;L 579486;N-(5-Sulfamoyl-1 3 4-thiadiazol-2-yl)acetamide;N-(5-Sulfamoyl-1 3 4-thiadiazol-2-yl)acetamide;N-[5-(Aminosulfonyl)-1 3 4-thiadiazol-2-yl]acetamide;NSC 145177;Acetamide N-(5-sulfamoyl-134-thiadiazol-2-yl)- (8CI); 2-Acetamido-134-thiadiazole-5-sulfonamide; 2-Acetamido-5-sulfonamido-134-thiadiazole;ACETAZOLAMIDA"
59-67-6,Ácido 3-piridinacarboxílico,C6H5NO2,ácido nicotínico ; 3-carboxilpiridina; 3-carboxipiridina; ácido 3-piridilcarboxilico; 3-Pyridylcarboxylic acid; Akotin; Apelagrin; CaRo 03; Daskil; E 375; Efacin; Enduracin; Linic; Microvit B3 Promix Niacin; NSC 169454; Niac; Niacin; Niacor; Niaspan; Nicacid; Nicangin; Nico-Span; Nicobid; Nicodelmine; Nicolar;Niconacid;Nicosan 3;Nicotinipca;Nicyl;Nyclin;Pellagrin;Pelonin;SR 4390;Slo-niacin;Vitamin B3;Vitamin B5;Wampocap;beta -Pyridinecarboxylic acid;Nicotinic acid (7CI8CI); 3-Carboxylpyridine; 3-Carboxypyridine;ACIDO NICOTINICO
59-87-0,"Hidrazincarboxamida, 2 - [(5-nitro-2-furanil) metileno] -",C6H6N4O4,"2-furaldehído, 5-nitro-, semicarbazona; Semioxamazide, 1 - (5-nitrofurfurylideno); (5-Nitro-2-furfurylidenamino)urea;  1-(5-nitro-2-furfurilideno) semicarbazida; 2-Furancarboxaldehido,5-nitro-,semicarbazona; 5-Nitro-2-furaldehído semicarbazona; 1-(5-Nitro-2-furfurylidene)semicarbazide; 2-Furancarboxaldehyde  5-nitro-  semicarbazone; 5-Nitro-2-furaldehyde semicarbazone; 5-Nitro-2-furfural semicarbazone; 5-Nitro-2-furfuraldehyde semicarbazone; 5-Nitrofurazone; 5-Nitrofurfural semicarbazone; Aldomycin; Alfucin; Amifur; Babrocid; Chemofuran; Coxistat; Fura-Septin; FuraZin; Furacilin; Furacilinum; Furacin; Furacine; Furacinetten; Furacoccid;Furacycline;Furalcyn;Furaldon;Furaplast;Furaseen;Furaskin;Furaziline;Furazol W;Furesol;Mammex;Mastofuran;Monafuracin;NFS;2-Furaldehyde 5-nitro- semicarbazone (6CI7CI8CI); Semioxamazide 1-(5-nitrofurfurylidene)- (5CI); (5-Nitro-2-furfurylidenamino)urea;Nitrofurazona."
59-88-1,"Hidracina, fenil-, clorhidrato (1:1)",C6H8N2.ClH,"Hidracina, fenil-, monohidrocloruro; N-hidrocloruro de fenilhidrazina; hidrocloruro de fenilhidrazina; monoclorhidrato Fenilhidracina; cloruro de fenilhidrazinio; Phenylhydrazine monohydrochloride; Phenylhydrazinium chloride;Hydrazine phenyl- monohydrochloride (8CI9CI); N-Phenylhydrazine hydrochloride; Phenylhydrazine hydrochloride;Clorhidrato de fenil hidrazina"
59-92-7,"L-Tirosina, 3-hidroxi -",C9H11NO4,"Alanina, 3 - (3,4-dihidroxifenil) -, L-; (-) -3,4-Dihidroxifenilalanina; (2S)-2-amino-3-(3,4 -- dihidroxifenil) ácido propanoico;  3,4-dihidroxi-L-fenilalanina; 3,4-dihidroxifenil-L-alanina; (2S)-2-Amino-3-(3 4-dihydroxyphenyl)propanoic acid; 3 4-Dihydroxy-L-phenylalanine; 3 4-Dihydroxyphenyl-L-alanine; 3 4-Dihydroxyphenylalanine; 3-(3 4-Dihydroxyphenyl)-L-alanine; 3-Hydroxy-L-tyrosine; Alphadopa; Bendopa; Cidandopa; DA; DOPA; Deadopa; Dihydroxy-L-phenylalanine; Dihydroxyphenylalanine; Dopaflex; Dopaidan; Dopal; Dopalina; Dopar; Doparkine; Doparl;Dopasol;Dopaston;Dopaston SE;Dopastone;Dopastral;Dopicar;Doprin;Eldopal;Eldopar;Eldopatec;Eurodopa;Helfo-dopa;Insulamina;Alanine 3-(34-dihydroxyphenyl)- L- (8CI); (-)-34-Dihydroxyphenylalanine; (-)-Dopa;LEVODOPA"
590-01-2,"Ácido propanoico, butil éster",C7H14O2,"ácido propiónico, éster butílico ; propanoato de butilo; propionato de butilo; propionato de n-butilo; NSC 8449; n-Butyl propanoate; n-Butyl propionate;Propionic acid butyl ester (6CI8CI); Butyl propanoate; Butyl propionate;Propionato de butilo"
590-18-1,"2-Buteno, (2Z) -",C4H8,"2-Buteno, (Z) - ; (Z)-2-Buteno;  cis-1 ,2-Dimetiletileno; cis-2-Buteno; cis-2-butileno; cis-buteno;cis - 2 - BUTENO; cis-2-Butene; cis-2-Butylene; cis-Butene; beta -cis-Butylene;2-Butene (Z)- (8CI); (Z)-2-Butene; cis-12-Dimethylethylene;1-buteno"
590-21-6,"1-propeno, 1-cloro -",C3H5Cl,"Propeno, 1-cloro-;  1-Cloro-1-propeno;  1-cloropropeno; 1-cloropropileno;  cloruro de propenilo; 1-Chloropropylene; NSC 6155; Propenyl chloride;Propene 1-chloro- (8CI); 1-Chloro-1-propene; 1-Chloropropene;1-Cloro propileno"
590-86-3,"Butanal, 3-metil -",C5H10O,"Butiraldehído, 3-metil-; isovaleraldehído;  3-metil-1-butanal; 3-metilbutanal; 3-metilbutiraldehído; Isoamilaldehido; Isopentanal; Isovaleral;Butyraldehyde  3-methyl- (7CI);Isovaleraldehyde (8CI);3-Methyl-1-butanal;3-Methylbutanal;3-Methylbutyraldehyde;Isoamylaldehyde;Isopentanal;Isovaleral;Isovaleric aldehyde;NSC 404119;iso-Valeraldehyde; 3-Methylbutanal; 3-Methylbutyraldehyde; Isoamylaldehyde; Isopentanal; Isovaleral; Isovaleric aldehyde; NSC 404119; iso-Valeraldehyde; beta -Methylbutanal;Butyraldehyde 3-methyl- (7CI); Isovaleraldehyde (8CI); 3-Methyl-1-butanal;Aldehído isovaleriánico"
5902-51-2,"2,4(1H,3H)-Pirimidindiona, 5-cloro-3-(1,1-dimetiletil)-6-metil-","2,4(1H,3H)-Pyrimidinedione, 5-chloro-3-(1,1-dimethylethyl)-6-methyl-","Uracilo,3-terc-butil-5-cloro-6-metil-;  3-terc-butil-5-cloro-6-metiluracilo; 5-cloro-3-terc-butil-6-metiluracilo; 5-Chloro-3-tert-butyl-6-methyluracil; Du Pont 732; Experimental Herbicide 732; Geonter; Sinbar; Terbacil; Terbacil 80WP;Uracil 3-tert-butyl-5-chloro-6-methyl- (7CI8CI); 3-tert-Butyl-5-chloro-6-methyluracil;Terbacil (pirimidina)"
5907-38-0,"Ácido metanosulfónico, 1-[(2,3-dihidro-1,5-dimetil-3-oxo-2-fenil-1H-pirazol-4-il)metilamino]-, sal de sodio, hidrato (1:1:1)",C13 H17 N3 O4 S . H2 O . Na,Nulo;Nulo
591-08-2,"Acetamida, N-(aminotioxometil) -",C3H6N2OS,"Urea, 1-acetil-2-tio-;  1-acetil-2-tiourea;  Acetotiourea;  N-acetil-2-tiourea ; Acetothiourea; Acetylthiocarbamide; Acetylthiourea; N-(Aminothioxomethyl)acetamide; N-Acetyl-2-thiourea; N-Acetylthiocarbamide; N-Acetylthiourea; NSC 7597;Urea 1-acetyl-2-thio- (6CI7CI8CI); 1-Acetyl-2-thiourea; 1-Acetylthiourea;1-acetil-2-tiourea"
591-21-9,"Ciclohexano, 1,3-dimetil-",C8 H16,"1,3-Dimetilciclohexano;m-Dimetilciclohexano;1 3 - DIMETIL CICLOHEXANO;13-Dimethylcyclohexane; m-Dimethylcyclohexane;1,3-dimetilciclohexano"
591-27-5,"Fenol, 3-amino-",C6 H7 N O,Phenol  m-amino- (8CI);(3-Hydroxyphenyl)amine;1-Amino-3-hydroxybenzene;3-Aminophenol;3-Hydroxyaniline;3-Hydroxybenzenamine;C.I. 76545;C.I. Oxidation Base 7;Fouramine EG;Fourrine 65;Fourrine EG;Furro EG;Futramine EG;NSC 1546;Nako TEG;Pelagol EG;Renal EG;Rodol EG;Tertral EG;Ursol EG;Zoba EG;m-Aminophenol;m-Hydroxyaminobenzene;m-Hydroxyaniline;m-Hydroxyaniline;m-Hydroxyphenylamine;Nulo
591-35-5,"Fenol, 3,5-dicloro -",C6H4Cl2O,"3,5-Diclorofenol;145: PN: WO2011052715 PAGE: 82 claimed sequence; 35-Dichlorophenol; NSC 60649;3.5-diclorofenol"
591-76-4,"Hexano, 2-metil -",C7H16,2-metilhexano;2-Methylhexane; NSC 24840;2-metilhexano
591-78-6,2-hexanona,C6H12O,2-Oxohexano; metil butilo;  Metil-butil; Metil n-butilcetona;  n-metil-butil; Methyl butyl ketone; Methyl n-butyl ketone; n-Butyl methyl ketone;2-Oxohexane; Butyl methyl ketone; MBK;2-hexanona
591-87-7,"Ácido acético, 2-propen-1-il éster",C5H8O2,"Ácido acético, éster 2-propenil; ácido acético, el éster alílico; alcohol alílico, acetato;  2-propen-1-ol acetato; 3-acetoxi-1-propeno; 3-Acetoxipropeno; alilo acetato; 2-Propen-1-ol acetate; 3-Acetoxy-1-propene; 3-Acetoxypropene; Allyl acetate; NSC 7612;Acetic acid 2-propenyl ester (9CI); Acetic acid allyl ester (8CI); Allyl alcohol acetate (6CI);Acetato de alilo"
591-89-9,"Mercurato(2 -), tetrakis (ciano-kC)-, potasio (1:2)",C4 Hg N4 . 2 K,"Mercurato(2-), tetraciano, dipotásio; Mercurato(2-), Tetrakis (ciano-C)-,dipotásico,(T-4)-; cianomercuriato de potasio; Mercurate(2-)  tetrakis(cyano-kC)-  dipotaáium  (T-4)- (9CI); Potaáium cyanomercurate(II) (6CI); Potaáium tetracyanomercurate(II) (7CI); Dipotaáium tetracyanomercurate; Dipotaáium tetracyanomercurate(2-); Mercuric potaáium cyanide; Mercury potaáium cyanide (HgK2(CN)4); Potaáium tetracyanomercurate (K2Hg(CN)4);Mercurate(2-) tetracyano- dipotaáium (8CI); Mercurate(2-) tetrakis(cyano-C)- dipotaáium (T-4)-;Tetraciano mercuriato de potasio II"
591-93-5,"1,4-pentadieno",C5H8,"No tiene;NSC 73902;PENTANO-2,4-DIENO"
5910-75-8,"1-Tridecanamina, N-tridecil-",C26H55N,Ditrurocilamina; Bis (trurocílico) amina;  Di-n-trurocilamina; HOE-F 2562; NSC 157590;Ditridecylamine (6CI7CI8CI); Bis(tridecyl)amine; Di-n-tridecylamine;Ditridicelamina
5910-87-2,"2,4-nonadienal, (2e,4e)-",C9 H14 O,2 4-Nonadienal  (E E)- (8CI);(2E 4E)-2 4-Nonadienal;(2E 4E)-Nona-2 4-dienal;(2E 4E)-Nonadienal;(E E)-2 4-Nonadien-1-al;(E E)-2 4-Nonadienal;trans trans-2 4-Nonadienal;trans-2 trans-4-Nonadienal;Nulo
5910-89-4,"Pirazina, 2,3-dimetil-",C6 H8 N2,2 3-Dimethylpyrazine;Nulo
59122-46-2,"Ácido Prost-13-en-1-oico, 11,16-dihidroxi-16-metil-9-oxo-, metil éster, (11 alfa, 13E )-(+-)-",C22 H38 O5,"Cytotec;áIsprelor;áMisogon;áMisoprost;áMisoprostil;áMisoprostol;áSC 29333;Cytotec;Cytotec;Isprelor;Isprelor;Misogon;Misogon;Misoprost;Misoprost;Misoprostil;Misoprostil;Misoprostol;Misoprostol;SC 29333;SC 29333; Misogon; Misoprost; Misoprostil; Misoprostol; SC 29333;Cytotec; Isprelor;(+) Metil-(11,13,e)-11,16-dihidroxi-16-metil-9-oxoprost-13-en-1-oato (Misoprostol).  "
59128-97-1,"Oxazolo [3,2-d] [1,4] benzodiazepin-6 (5H)-ona, 10-bromo-11b-(2-fluorofenil) -2,3,7,11 b-tetrahidro -",C17 H14 Br F N2 O2,Haloxazolam; Somelin;CS 430; Haloxazolam;HALOXAZOLAM
5915-41-3,"1,3,5-triazina-2 ,4-diamina, 6-cloro-N2-(1,1-dimetiletil)-N4-etil -",C9H16ClN5,"1,3,5-triazina-2 ,4-diamina, 6-cloro-N-(1,1-dimetiletil)-N '-etil-; s-triazina, 2 - (terc-butilamino) -4 -cloro-6-(etilamino) -;  2-cloro-4-(etilamino) -6 - (terc-butilamino)-s-triazina;  2-cloro-4-etilamino-6-terc-butilamino -1,3,5-triazina; 2-Chloro-4-ethylamino-6-tert-butylamino-1 3 5-triazine; 2-Chloro-4-tert-butylamino-6-ethylamino-s-triazine; 2-tert-Butylamino-4-chloro-6-ethylamino-s-triazine; 4-Ethylamino-6-tert-butylamino-2-chloro-S-triazine; 6-Chloro-2-tert-butylamino-4-(ethylamino)-[1 3 5]-triazine; ChlorCaragard; G 13529; GS 13529; Gardeprim A 1862; Gardoprim; N-tert-Butyl-6-chloro-N''''-ethyl-1 3 5-triazine-2 4-diamine; Primatol M; Terbutazine; Terbuthylazine; Terbutylazine; Terbutylethylazine; Tyllanex; tert-Butylazine;135-Triazine-24-diamine 6-chloro-N-(11-dimethylethyl)-N'-ethyl- (9CI); s-Triazine 2-(tert-butylamino)-4-chloro-6-(ethylamino)- (7CI8CI); 2-Chloro-4-(ethylamino)-6-(tert-butylamino)-s-triazine;Terbutilazina (triazina)"
592-01-8,Cianuro de calcio (Ca (CN) 2),C2CaN2,cianuro de calcio ;  cianogas; Cyanogas; NSC 74784;Calcium cyanide (7CI8CI); Calcid; Calcyan;Cianuro de calcio
592-04-1,Cianuro de mercurio (Hg (CN) 2),C2HgN2,Cianurina; Dicianomercurio; cianuro de mercurio; dicianuro de Mercurio; Mercuric cyanide (Hg(CN)2); Mercury dicyanide; Mercury(II) cyanide;Cianurina; Dicyanomercury; Mercuric cyanide;Cianuro de mercurio  
592-05-2,"Cianuro de plomo (Pb (CN) 2) (6CI, 7CI, 8CI, 9CI)",C2 N2 Pb,Pigmento amarillo 48;C.I. 77610; C.I. Pigment Yellow 48;Cianuro de plomo
592-34-7,"Ácido carbonocloridico, butil éster",C5H9ClO2,"ácido fórmico, cloro-, éster butílico ; Butan-1-il cloroformiato;  cloruro de butoxicarbonil; clorocarbonato de butilo; cloroformiato de butilo; clorofórmicas butilo ácido;  cloroformiato de n-butilo; Butyl chlorocarbonate; Butyl chloroformate; Chloroformic acid butyl ester; NSC 8428; n-Butyl chloroformate;Formic acid chloro- butyl ester (6CI7CI8CI); Butan-1-yl chloroformate; Butoxycarbonyl chloride;Cloroformato de n-butilo"
592-41-6,1-Hexeno,C6H12,1-N-Hexeno;  Hexeno; Linealene 6; NSC 74121; alpha -Hexene;1-n-Hexene; Dialen 6; Hexene;1-Hexeno
592-42-7,"1,5-Hexadieno",C6H10,".Alfa.,.Omega.-Hexadieno; alpha  w-Hexadiene;Biallyl; Diallyl; NSC 60690;Hexadieno"
592-43-8,2-hexeno,C6H12,"2-hexeno;2-hexeno (cis, trans)"
592-45-0,"1,4-Hexadieno",C6H10,"1,4-Hexadieno;1,4-hexadieno"
592-55-2,"Etano, 1-bromo-2-etoxi -",C4H9BrO,"Ðter, 2-etil bromoetil; 1-Bromo-2-etoxietano; 1-Bromo-2-etoxietileno; 1-bromo-3-oxapentano; 1-etoxi-2-bromoetano; 2-Bromoetoxietano; 2-éter etílico bromoetil; 2-bromuro de etoxietilo; 5-bromo-3-oxapentano; 1-Bromo-3-oxapentane; 1-Ethoxy-2-bromoethane; 2-Bromoethoxyethane; 2-Bromoethyl ethyl ether; 2-Ethoxyethyl bromide; 5-Bromo-3-oxapentane; NSC 8026;Ether 2-bromoethyl ethyl (6CI7CI8CI); 1-Bromo-2-ethoxyethane; 1-Bromo-2-ethoxyethylene;2-bromoetil etil eter"
592-76-7,1-Hepteno,C7H14,1-n-Hepteno;  n-hept-1-eno;1-n-Heptene; NSC 74130; n-Hept-1-ene;1-HEPTENO
592-77-8,2-Hepteno,C7 H14,No tiene;Heptileno 2-trans
592-84-7,"Ácido fórmico, butil éster",C5H10O2,Formiato de butilo; metanoato de butilo; NSC 6969; formiato de n-butilo; n-Butyl formate;Butyl formate; Butyl methanoate; NSC 6969;Formiato de n-butilo
592-85-8,"Ácido tiociánico, sal de mercurio (2 +)  (2:1)",CHNS.1/2Hg,"Ácido tiociánico, mercurio (2 +) sal ; isotiocianato de mercurio; sulfocianato de Mercurio; sulfocianuro de Mercurio; tiocianato de mercurio; Mercuric sulfocyanide; Mercuric thiocyanate; Mercury di(thiocyanate); Mercury thiocyanate (Hg(SCN)2); Mercury(II) thiocyanate;Thiocyanic acid mercury(2+) salt (8CI9CI); Mercuric isothiocyanate; Mercuric sulfocyanate;Tiocianato de mercurio II"
592-87-0,"Ácido tiociánico, sal de plomo (2 +)  (2:1)",CHNS.1/2Pb,"tiocianato de plomo;  ácido tiociánico, plomo (2 +) sal ;  Ditiocianato de plomo; tiocianato de plomo ; Lead dithiocyanate; Lead thiocyanate (Pb(SCN)2); Lead(2+) thiocyanate; Lead(II) thiocyanate;Lead thiocyanate (6CI7CI); Thiocyanic acid lead(2+) salt (8CI9CI); Lead bis(thiocyanate);Tiocianato de plomo"
592-88-1,"1-propeno, 3,3'-tiobis-",C6 H10 S,Allyl sulfide (6CI 7CI 8CI);Allyl monosulfide;Bis(2-propenyl) sulfide;Di(2-propenyl) sulfide;Diallyl monosulfide;Diallyl sulfide;Diallyl thioether;NSC 20947;Oil garlic;Thioallyl ether;Nulo
59230-57-8,"Bencenmetanol, 4-(1-metiletil)-, 1-acetato",C12 H16 O2,Benzenemethanol  4-(1-methylethyl)-  acetate (9CI);4-Isopropylbenzyl acetate;Cuminyl acetate;p-Cymen-7-ol acetate;p-Cymene-7-ol acetate;Nulo
59277-89-3,"6H-Purin-6-ona, 2-amino-1 ,9-dihidro-9-[(2-hidroxietoxi) metil] -",C8 H11 N5 O3,9 - (2-hidroxiethoximetil) guanina;áACV;áAcicloftal;áAciclovir;áAciclo V;áAcicloguanosina;áAciclovir;áAvirase;áBW 248U;áBioVir I;áBioVir II;áCargosil;áGerpevir;áHerpevir;áLovir;áNovirus;áPoviral;áRouz-Aciclovir;áVicclox;áVipral;áVIRAX;áVirleá;áVirorax;áVirovir;áBienvenido 248U;áZirax;áZovirax;áZyclir; Acicloftal; Aciclovir; Acivir; Acyclo V; Acycloguanosine; Acyclovir; Avirase; BW 248U; BioVir I; BioVir II; Cargosil; Gerpevir; Herpevir; Lovir; NSC 645011; Novirus; Poviral; Rouz-Aciclovir; Vicclox; Vipral; Virax;Virleá;Virorax;Virovir;Wellcome 248U;Zirax;Zovirax;Zyclir;9-(2-Hydroxyethoxymethyl)guanine; ACV;ACYCLOVIR MILLED
59278-00-1,"Etanol, 2-[(acetiloxi)metoxi]-, 1-acetato",C7 H12 O5,Ethanol  2-(hydroxymethoxy)-  diacetate (6CI);Ethanol  2-[(acetyloxy)methoxy]-  acetate (9CI);(2-Acetoxyethoxy)methyl acetate;1 4-Diacetoxy-2-oxabutane;2-Acetoxyethyl acetoxymethyl ether;2-Acetoxymethoxyethyl acetate;2-Oxa-1 4-butanediol diacetate;Nulo
593-08-8,2-Tridecanona,C13 H26 O,Nulo;Nulo
593-45-3,Octadecano,C18H38,C18-n-alcano; n-octadecano; n-Octadecane;C18-n-Alkane; Cactus Normal Paraffin TS 8; NSC 4201;Octadecano
593-53-3,"Metano, fluoro -",CH3F,"Fluorometano;  fluoruro de metilo; Monofluorometano, R 41; HFC 41; Methyl fluoride; Monofluoromethane; R 41; R 41 (refrigerant);F 41; Fluoromethane; Freon 41;Fluorometano"
593-60-2,"Eteno, bromo -",C2H3Br,"etileno, bromo-; Bromoeteno; Bromoetileno; R 1140B1; Bromuro de vinilo; R 1140B1; Vinyl bromide;Ethylene bromo- (8CI); Bromoethene; Bromoethylene;Bromuro de vinilo"
593-67-9,Etenamina (9CI),C2 H5 N,Vinilamina; Aminoetileno; Etenilamina; Ethenylamine; Ethylenamine;Vinylamine (6CI7CI8CI); Aminoethylene;Monoetilenamina
59344-62-6,"Etanona, 1-(2-hidroxi-5-nonilfenil)-, oxima",C17 H27 N O2,2'-Hydroxy-5'-nonylacetophenone oxime;LIX 84;LIX 84I;LIX 84IC;MOC 45;SME 529;SME 530;Shell 529;Nulo
59355-53-2,Citrex S 5 (9CI),Fórmula química no especificada,Nulo;CITREX
594-20-7,"Propano, 2,2-dicloro -",C3H6Cl2,"2,2-Dicloropropano; Diclorodimetilmetano; Dimetildiclorometano; R 270AA; R 270aa;22-Dichloropropane; Dichlorodimethylmethane; Dimethyldichloromethane;Dicloropropano"
594-36-5,"Butano, 2-cloro-2-metil -",C5H11Cl,"1,1-cloruro de dimetilpropil; 2-cloro-2-metilbutano;  2-metil-2-clorobutano;  cloruro de terc-amilo; NSC 7900; tert-Amyl chloride; tert-Pentyl chloride;11-Dimethylpropyl chloride; 2-Chloro-2-methylbutane; 2-Methyl-2-chlorobutane;2-cloro-2-metilbutano"
594-42-3,"Cloruro de metanosulfonil, tricloro -",CCl4S,(Triclorometil) cloruro de sulfenil;  Perclorometanotiol; mercaptano Perclorometil;  cloruro de Triclorometanosulfenil;(Triclorometil) de cloruro de sulfenil;  Perclorometanotiol; mercaptano Perclorometil; cloruro de Triclorometanosulfonil; Perchloromethyl mercaptan; Trichloromethanesulfenyl chloride; Trichloromethanesulphenyl chloride; Trichloromethylsulfanyl chloride;(Trichloromethyl)sulfenyl chloride; NSC 66404; Perchloromethanethiol;Mercaptano de perclorometilo
594-72-9,"Etano, 1,1-dicloro-1-nitro-",C2 H3 Cl2 N O2,"1,1-dicloro-1-nitroetano;  1-Nitro-1,1-dicloroetano; Ethide; NSC 6283;11-Dichloro-1-nitroethane; 1-Nitro-11-dichloroethane;1,1-dicloro-1-nitro etano"
59467-94-6,"4H-imidazo [1,5-a] [1,4] benzodiazepina, 8-cloro-6-(2-fluorofenil)-1-metil-, (2Z)-2-butenedioato (1:1)",C18 H13 Cl F N3 . C4 H4 O4,"4H-imidazo [1,5-a] [1,4] benzodiazepina, 8-cloro-6-(2-fluorofenil)-1-metil-, (Z)-2-butenedioate (1:1);áDormicum;áDormicum (comprimido);áFlormidal;áMidazolam maleato;áRo 21-3981;áRo 21-3981/001; Dormicum (tablet); Flormidal; Midazolam maleate; NSC 313452; Ro 21-3981; Ro 21-3981/001;4H-Imidazo[15-a][14]benzodiazepine 8-chloro-6-(2-fluorophenyl)-1-methyl- (Z)-2-butenedioate (1:1); Dormicum;maleato de midazolam"
595-33-5,"Pregna-4 ,6-dieno-3, 20-diona, 17 - (acetiloxi)-6-metil-",C24 H32 O4,"Pregna-4 ,6-dieno-3, 20-diona, 17-hidroxi-6-metil-, acetato (6CI, 8CI);á17-acetoxi-6-metilpregna-4 ,6-dieno-3, 20-diona;á17-hidroxi-6-metilpregna-4 ,6-acetato de dieno-3, 20-diona;á17.alfa.-acetoxi-6-dehidro-6-metilprogesterona;á17.alfa.-acetoxi-6-metilpregna-4 ,6-dieno-3, 20-diona;á17.alfa.-hidroxi-6-metilpregna-4 ,6-acetato de dieno-3, 20-diona;á6-dehidro-6-metil-17.alfa.-acetoxiprogesterona;á6-metil-17.alfa.-acetoxi-4 ,6-pregnadiene-, 20-diona 3;áacetato de metil-6-hidroxi-17.alfa.-6-progesterona;á6-metil-6-dehidro-17.alfa.-acetoxiprogesterona;áacetato de 6-metil-4 ,6-pregnadien-17.Alfa.-ol-3, 20-diona;áBDH 1298;áDMAP;áMGA;áMagestin;áMaygace;áMegace;áMegeron;áMegestat;áMegestil;áMegestin;Acetato de megestrol;áMegestril acetato;áNia;áNiagestin;áOvaban;áOvarid;áSC 10363;acetato de megestrol"
5957-75-5,"6H-Dibenzo[b,d]pirano-1-ol, 6a,7,10,10a-tetrahidro-6,6,9-trimetil-3-pentil-, (6aR,10aR)-",C21 H30 O2,"6H-dibenzo [b, d] pirano-1-ol, 6a, 7,10,10 a-tetrahidro-6 ,6,9-trimetil-3-pentilo, (6aR-trans) -;á6H-dibenzo [b, d] pirano-1-ol, 6a, 7,10,10 a-tetrahidro-6 ,6,9-trimetil-3-pentilo, trans-(-) - (8CI);á(-)-Trans-8-tetrahidrocannabinol;á(-)-6-tetrahidrocannabinol;á(-)-8-6 bis, 10 bis-trans-tetrahidrocannabinol;á(-)-8-THC;á(-)-8-tetrahidrocannabinol;á(-)-8-trans-tetrahidrocannabinol;áCannabinol, 1 (6)-tetrahidro-;ál-8-tetrahidrocannabinol;átrans-8-tetrahidrocannabinol;á1 (6)-tetrahidrocannabinol;á1 (6)-trans-tetrahidrocannabinol;á6-tetrahidrocannabinol;á8-THC;á8-tetrahidrocannabinol;á8-l-tetrahidrocannabinol;á8-trans-tetrahidrocannabinol; (-)-trans-Delta 8-Tetrahydrocannabinol; (-)-Delta 6-Tetrahydrocannabinol; (-)-Delta 8-6a 10a-trans-Tetrahydrocannabinol; (-)-Delta 8-THC; (-)-Delta 8-Tetrahydrocannabinol; (-)-Delta 8-trans-Tetrahydrocannabinol; Cannabinol  Delta 1(6)-tetrahydro-; NSC 134453; l-Delta 8-Tetrahydrocannabinol; trans-Delta 8-Tetrahydrocannabinol; Delta 1(6)-Tetrahydrocannabinol; Delta 1(6)-trans-Tet;Tetrahidrocannabinoles (todos los isómeros)."
5965-83-3,"³ácido benzóico, 2-hidroxi-5-sulfo-, hidrato (1:2)",C7 H6 O6 S . 2 H2 O,Benzoic acid  2-hydroxy-5-sulfo-  dihydrate (9CI);Salicylic acid  5-sulfo-  dihydrate (8CI);5-Sulfosalicylic acid dihydrate;Nulo
59669-26-0,"Ácido 6-oxa-3 ,9-ditia-2 ,4,7-triazadec-7-enoico, 2,4,8-trimetil-5-oxo-, [1 - (metiltio) etilideno] azanil éster",C10 H18 N4 O4 S3,"Ácido Etanimidotioico;  N,N'-[tiobis [(metilimino) carboniloxi]] bis-de dimetilo; tioéter Bismetomil; CGA 45156; Dicarbasulf; Larvin; Lepicron; Liushuanwei; Semevin; Thiodicarb; UC 51762;Ethanimidothioic acid NN'-[thiobis[(methylimino)carbonyloxy]]bis- dimethyl ester (9CI); Bismethomyl thioether;Thiodicarb (carbamato)"
5970-32-1,"Mercurio, [2-(hidroxi-kO)benzoato(2-)-kO]-",C7 H4 Hg O3,"Mercurio, [2-hidroxibenzoato (2-)-O1,O2]-; Mercurio, [salicilato (2-)];  ácido salicílico, (hidroximercurio);  salicilato de mercurio; subsalicilato de mercurio;HIDROXIBENZOATO ( - 2) DE MERCURIO;SALICITATO ( - 2) DE MERCURIO; Salicylic acid  (hydroxymercuri)-  cyclic anhydride (6CI); Benzoic acid  2-hydroxy-  mercury complex; Mercuric salicylate; Mercurisalicylic acid; Mercury salicylate; Mercury subsalicylate;Mercury [2-hydroxybenzoato(2-)-O1O2]-; Mercury [salicylato(2-)]- (8CI);Salicilato de mercurio"
